На 01 июля 2019 года;;;;;;;;;;;;;
Листинг;Дата включения в список;Эмитент;ИНН;Ценная бумага;Тип ценной бумаги;Гос. рег. номер;Дата регистрации;Номинал;Объем;Торговый код;Дата погашения;Дата обращения;Предназначение для квалинвесторов
Третий уровень;30.10.2014;Альфа Бонд Ишьюанс пиэлси (Alfa Bond Issuance plc.);410510;Облигации участия в займе со ставкой 7,75% и сроком погашения в 2021 году;Облигации иностранного эмитента;;;1000;1 000 000;XS0620695204;28.04.2021;07.11.2014;
Третий уровень;30.10.2014;ГПБ Евробонд Файнэнс ПиЭлСи (GPB Eurobond Finance PLC);406153;Облигации участия в займе серии 8 со ставкой 7,875% без срока погашения;Облигации иностранного эмитента;;;1000;1 000 000;XS0848137708;;07.11.2014;
Третий уровень;30.10.2014;ДжиПиЭн Кэпитал Эс.Эй. (GPN Capital S.A.);168434;Облигации участия в займе серии 3 со ставкой 6% и сроком погашения в 2023 году;Облигации иностранного эмитента;;;1000;1 500 000;XS0997544860;27.11.2023;07.11.2014;
Третий уровень;06.11.2014;"ООО ""Ноябрьская ПГЭ""";8905037499;неконвертируемые процентные документарные облигации на предъявителя серии 01 с обязательным централизованным хранением;Облигация корпоративная;4-01-10024-R;27.06.2014;1000;300 000;RU000A0JUZN3;10.11.2020;30.12.2014;
Третий уровень;11.11.2014;"АО ""Банк ДОМ.РФ""";7725038124;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-02;Облигация биржевая;4B020202312B;11.11.2014;1000;10 000 000;RU000A0JV0N6;22.11.2019;28.11.2014;
Третий уровень;11.11.2014;"АО ""Банк ДОМ.РФ""";7725038124;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-04;Облигация биржевая;4B020402312B;11.11.2014;1000;4 000 000;RU000A0JV6D4;20.01.2020;26.01.2015;
Третий уровень;11.11.2014;"АО ""Банк ДОМ.РФ""";7725038124;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-03;Облигация биржевая;4B020302312B;11.11.2014;1000;3 000 000;RU000A0JV565;16.01.2020;22.01.2015;
Третий уровень;27.11.2014;"ООО УК ""Аурум Инвестмент""";7706660033;"инвестиционные паи Закрытого паевого инвестиционного фонда смешанных инвестиций ""Эстейт Первый""";Пай закрытого ПИФа;2761;02.04.2014;;;RU000A0JUKR6;01.02.2029;01.12.2014;
Третий уровень;01.12.2014;МИБ;9909152110;облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 03;Облигации иностранного эмитента;;;1000;4 000 000;RU000A0JUG80;19.11.2024;05.12.2014;
Третий уровень;05.12.2014;"ЗАО ""ИА ХМБ-2""";7743925351;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя класса ""Б"" с обязательным централизованным хранением";Облигация корпоративная;4-03-82445-H;18.11.2014;1000;2 196 000;RU000A0JV185;01.07.2047;19.01.2015;
Третий уровень;05.12.2014;"ЗАО ""ИА ХМБ-2""";7743925351;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя класса ""А"" с обязательным централизованным хранением";Облигация корпоративная;4-02-82445-H;18.11.2014;1000;4 392 000;RU000A0JV169;01.07.2047;19.01.2015;
Третий уровень;05.12.2014;"ЗАО ""Ипотечный агент АИЖК 2014-3""";7704867272;"документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А2""";Облигация корпоративная;4-03-82609-H;30.10.2014;1000;1 509 000;RU000A0JV1B9;16.06.2047;20.01.2015;
Третий уровень;05.12.2014;"ЗАО ""Ипотечный агент АИЖК 2014-3""";7704867272;"документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А1""";Облигация корпоративная;4-02-82609-H;30.10.2014;1000;3 019 000;RU000A0JV1C7;16.06.2047;20.01.2015;
Третий уровень;09.12.2014;Банк ВТБ (ПАО);7702070139;"облигации с ипотечным покрытием неконвертируемые документарные процентные на предъявителя с обязательным централизованным хранением серии 7-ИП класса ""Б""";Облигация корпоративная;41901623B;21.11.2014;1000;1 899 966;RU000A0JV1F0;06.12.2044;19.01.2015;
Третий уровень;09.12.2014;Банк ВТБ (ПАО);7702070139;"облигации с ипотечным покрытием неконвертируемые документарные процентные на предъявителя с обязательным централизованным хранением серии 7-ИП класса ""А""";Облигация корпоративная;41801623B;21.11.2014;1000;3 800 034;RU000A0JV1E3;06.12.2044;19.01.2015;
Третий уровень;09.12.2014;Банк ГПБ (АО);7744001497;"Неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением серии 1-ИП класса ""Б""";Облигация корпоративная;41700354B;21.11.2014;1000;2 333 333;RU000A0JV1N4;27.04.2048;27.01.2015;
Третий уровень;09.12.2014;Банк ГПБ (АО);7744001497;"Неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением серии 1-ИП класса ""А""";Облигация корпоративная;41600354B;21.11.2014;1000;4 666 667;RU000A0JV1H6;27.04.2048;27.01.2015;
Третий уровень;10.12.2014;ВТБ Евразия ДиЭйСи (VTB Eurasia DAC);0000511693;Бессрочные облигации участия в займе со ставкой 9,5%;Облигации иностранного эмитента;;;1000;2 250 000;XS0810596832;;16.12.2014;
Третий уровень;10.12.2014;"ЗАО ""Ипотечный агент ИТБ 2014""";7743937903;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""Б""";Облигация корпоративная;4-02-82904-H;02.12.2014;1000;1 150 000;RU000A0JV1V7;31.03.2047;19.01.2015;
Третий уровень;10.12.2014;"ЗАО ""Ипотечный агент ИТБ 2014""";7743937903;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""";Облигация корпоративная;4-01-82904-H;02.12.2014;1000;2 300 000;RU000A0JV1U9;31.03.2047;19.01.2015;
Третий уровень;15.12.2014;"ПАО КБ ""Восточный""";2801015394;Документарные облигации на предъявителя с обязательным централизованным хранением, процентные, конвертируемые серии 03;Облигация корпоративная;40301460B;29.09.2014;0.01;73 391 900 000;RU000A0JV102;28.05.2020;16.12.2014;
Третий уровень;16.12.2014;"ООО  ""Ипотечный агент СБ-2014""";7704874470;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием класса ""Б"" на предъявителя с обязательным централизованным хранением";Облигация корпоративная;4-02-36459-R;04.12.2014;1000;3 333 333;RU000A0JV2L6;28.12.2046;11.03.2015;
Третий уровень;16.12.2014;"ООО  ""Ипотечный агент СБ-2014""";7704874470;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием класса ""А"" на предъявителя с обязательным централизованным хранением";Облигация корпоративная;4-01-36459-R;04.12.2014;1000;6 666 667;RU000A0JV2K8;28.12.2046;11.03.2015;
Третий уровень;18.12.2014;"ЗАО ""ИА АкБарс""";7723906569;"неконвертируемые процентные документарные жилищные облигации с ипотечным покрытием на предъявителя класса ""А"" с обязательным централизованным хранением";Облигация корпоративная;4-02-82398-H;11.12.2014;1000;1 393 334;RU000A0JV326;10.05.2047;11.03.2015;
Третий уровень;18.12.2014;"ЗАО ""ИА АкБарс""";7723906569;"неконвертируемые процентные документарные жилищные облигации с ипотечным покрытием на предъявителя класса ""Б"" с обязательным централизованным хранением";Облигация корпоративная;4-03-82398-H;11.12.2014;1000;696 666;RU000A0JV318;10.05.2047;11.03.2015;
Третий уровень;25.12.2014;"ЗАО ""ИА ФОРА 2014""";7704867508;"документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""";Облигация корпоративная;4-01-82608-H;16.12.2014;1000;1 186 570;RU000A0JV3S9;15.10.2047;26.12.2014;
Третий уровень;26.12.2014;"АО ""Ипотечный агент ВТБ 2014""";7703704469;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""";Облигация корпоративная;4-01-71399-H;24.12.2014;1000;41 400 000;RU000A0JV409;07.09.2057;29.12.2014;
Третий уровень;15.01.2015;"ЗАО ""ИА ТФБ1""";7704860051;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием класса ""А"" на предъявителя с обязательным централизованным хранением";Облигация корпоративная;4-02-82233-H;09.12.2014;1000;2 382 831;RU000A0JV508;26.03.2047;16.01.2015;
Третий уровень;15.01.2015;ООО ИК МБС;7701733190;неконвертируемые процентные документарные Биржевые облигации на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B02-01-00179-R;15.01.2015;1000;2 000 000;RU000A0JXW87;14.07.2023;21.07.2017;
Третий уровень;22.01.2015;"ЗАО ""ИА СОЮЗ-1""";7704856351;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя класса ""А"" с обязательным централизованным хранением";Облигация корпоративная;4-02-82114-H;24.12.2014;1000;3 091 852;RU000A0JV664;28.12.2041;26.01.2015;
Третий уровень;22.01.2015;"ПАО ""Мечел""";7703370008;Неконвертируемые процентные документарные облигации на предъявителя серии 14 с обязательным централизованным хранением;Облигация корпоративная;4-14-55005-E;10.08.2010;1000;5 000 000;RU000A0JR0J0;25.02.2020;;
Третий уровень;22.01.2015;"ПАО ""Мечел""";7703370008;Неконвертируемые процентные документарные облигации на предъявителя серии 13 с обязательным централизованным хранением;Облигация корпоративная;4-13-55005-E;10.08.2010;1000;5 000 000;RU000A0JR0K8;25.02.2020;;
Третий уровень;22.01.2015;"ПАО ""Мечел""";7703370008;Неконвертируемые процентные документарные облигации на предъявителя серии 16 с обязательным централизованным хранением;Облигация корпоративная;4-16-55005-E;10.08.2010;1000;5 000 000;RU000A0JR8P0;09.02.2021;;
Третий уровень;22.01.2015;"ПАО ""Мечел""";7703370008;Неконвертируемые процентные облигации на предъявителя серии 19 с обязательным централизованным хранением;Облигация корпоративная;4-19-55005-E;10.08.2010;1000;5 000 000;RU000A0JRJY0;27.05.2021;;
Третий уровень;22.01.2015;"ПАО ""Мечел""";7703370008;Неконвертируемые процентные документарные облигации на предъявителя серии 15 с обязательным централизованным хранением;Облигация корпоративная;4-15-55005-E;10.08.2010;1000;5 000 000;RU000A0JR8L9;09.02.2021;;
Третий уровень;22.01.2015;"ПАО ""Мечел""";7703370008;Неконвертируемые процентные облигации на предъявителя серии 17 с обязательным централизованным хранением;Облигация корпоративная;4-17-55005-E;10.08.2010;1000;5 000 000;RU000A0JRJS2;27.05.2021;;
Третий уровень;22.01.2015;"ПАО ""Мечел""";7703370008;Неконвертируемые процентные облигации на предъявителя серии 18 с обязательным централизованным хранением;Облигация корпоративная;4-18-55005-E;10.08.2010;1000;5 000 000;RU000A0JRJT0;27.05.2021;;
Третий уровень;30.01.2015;"ООО ""Балтийский лизинг""";7826705374;биржевые облигации неконвертируемые процентные документарные на предъявителя серии БО-03 с обязательным централизованным хранением;Облигация биржевая;4B02-03-36442-R;30.01.2015;1000;4 000 000;RU000A0JVLH3;01.07.2021;09.07.2015;
Третий уровень;30.01.2015;"ООО ""Балтийский лизинг""";7826705374;биржевые облигации неконвертируемые процентные документарные на предъявителя серии БО-02 с обязательным централизованным хранением;Облигация биржевая;4B02-02-36442-R;30.01.2015;1000;4 000 000;RU000A0JVRM0;02.09.2021;10.09.2015;
Третий уровень;30.01.2015;"ООО ""Балтийский лизинг""";7826705374;биржевые облигации неконвертируемые процентные документарные на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B02-01-36442-R;30.01.2015;1000;3 000 000;RU000A0JV8U4;12.02.2021;20.02.2015;
Третий уровень;02.02.2015;ПАО РОСБАНК;7730060164;документарные процентные неконвертируемые биржевые облигации на предъявителя с обязательным централизованным хранением серии БО-19;Облигация биржевая;4B021903338B;02.02.2015;1000;5 000 000;RU000A0JVWA5;30.10.2025;30.10.2015;
Третий уровень;05.02.2015;Полюс Файнэнс Плс (Polyus Finance Plc);0010037011;Гарантированные облигации на 750 000 000 долларов США со ставкой 5,625% и погашением в 2020 году;Облигации иностранного эмитента;;;1000;677 482;XS0922301717;29.04.2020;11.02.2015;
Третий уровень;05.02.2015;СиБиОуЭм Файнэнс Пи.Эл.Си (CBOM Finance P.L.C.);0000425241;Облигации участия в займе на сумму 5 000 000 000 российских рублей со ставкой 16,50% и сроком погашения 26 мая 2025 года;Облигации иностранного эмитента;;;100000;50 000;XS1143363940;26.05.2025;12.02.2015;
Третий уровень;09.02.2015;"АО ""МИК""";2308058825;Биржевые облигации на предъявителя документарные процентные неконвертируемые с обязательным централизованным хранением серии БО-01;Облигация биржевая;4B02-01-30538-E;09.02.2015;1000;1 000 000;RU000A0JV946;19.02.2020;26.02.2015;
Третий уровень;24.02.2015;"ООО ""Финанс-менеджмент""";7704788976;облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-00201-R;03.02.2015;1000;500 000;RU000A0JVE65;24.06.2020;01.07.2015;
Третий уровень;24.02.2015;"ПАО ""ИНВЕСТ-ДЕВЕЛОПМЕНТ""";7714933728;Акции обыкновенные;Акция обыкновенная;1-01-15857-A;29.07.2014;1000;2 110 524;IDVP;;06.03.2015;
Третий уровень;19.03.2015;"ООО ""ТЕТИС Кэпитал""";7709853192;"инвестиционные паи Закрытого паевого инвестиционного комбинированного фонда ""Вариант"" под управлением ООО ""ТЕТИС Кэпитал""";Пай закрытого ПИФа;2844;11.08.2014;;;RU000A0JUTH8;;25.03.2015;Бумага предназначена для квалифицированного инвестора
Третий уровень;25.03.2015;"ООО ""Бизнес Консалтинг""";7838000749;биржевые облигации процентные неконвертируемые документарные на предъявителя  с обязательным  централизованным хранением серии БО-01;Облигация биржевая;4B02-01-36455-R;25.03.2015;1000;2 000 000;RU000A0JVBF8;26.03.2020;02.04.2015;
Третий уровень;09.04.2015;"АО ""ПО ""УОМЗ""";6672315362;Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-02;Облигация биржевая;4B02-02-55470-E;09.04.2015;1000;1 500 000;RU000A0ZYLL5;18.12.2020;22.12.2017;
Третий уровень;10.04.2015;"ООО ""ТрансФинанс""";7702651253;неконвертируемые процентные документарные облигации на предъявителя серии 01 с обязательным централизованным хранением;Облигация корпоративная;4-01-36464-R;26.02.2015;1000;3 000 000;RU000A0JVC42;31.03.2025;13.04.2015;
Третий уровень;13.04.2015;"ООО ""Синтагма""";7705879552;облигации документарные неконвертируемые процентные на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-36465-R;05.03.2015;1000;204 900;RU000A0JVED7;10.05.2022;19.05.2015;
Третий уровень;22.04.2015;"ПАО ""ФСК ЕЭС""";4716016979;неконвертируемые процентные документарные облигации на предъявителя серии 37 с обязательным централизованным хранением;Облигация корпоративная;4-37-65018-D;14.11.2013;1000;20 000 000;RU000A0JVCB5;23.03.2050;06.05.2015;
Третий уровень;23.04.2015;"ООО ""Металлэнергомонтаж""";7731481528;облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-36470-R;02.04.2015;1000;5 000 000;RU000A0JVE40;07.05.2020;14.05.2015;
Третий уровень;23.04.2015;"ООО ""ТТБ Инвест Продакшн""";7731481567;облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-36469-R;02.04.2015;1000;5 000 000;RU000A0JVE57;07.05.2020;14.05.2015;
Третий уровень;27.04.2015;"ЗАО ""Ипотечный агент АИЖК 2014-2""";7704872635;"документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А3""";Облигация корпоративная;4-04-82888-H;15.01.2015;1000;6 459 000;RU000A0JV755;13.06.2047;29.04.2015;
Третий уровень;27.04.2015;"ЗАО ""Ипотечный агент АИЖК 2014-2""";7704872635;"документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А2""";Облигация корпоративная;4-03-82888-H;15.01.2015;1000;4 493 000;RU000A0JV7G5;13.06.2047;29.04.2015;
Третий уровень;27.04.2015;"ОАО ""Теле2-Санкт-Петербург""";7815020097;Облигации процентные документарные неконвертируемые на предъявителя c обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-00740-D;19.05.2011;1000;5 000 000;RU000A0JRKC4;11.06.2021;;
Третий уровень;27.04.2015;"ОАО ""Теле2-Санкт-Петербург""";7815020097;Облигации процентные документарные неконвертируемые на предъявителя c обязательным централизованным хранением серии 02;Облигация корпоративная;4-02-00740-D;19.05.2011;1000;5 000 000;RU000A0JRKD2;11.06.2021;;
Третий уровень;27.04.2015;"ОАО ""Теле2-Санкт-Петербург""";7815020097;Облигации процентные документарные неконвертируемые на предъявителя c обязательным централизованным хранением серии 03;Облигация корпоративная;4-03-00740-D;19.05.2011;1000;3 000 000;RU000A0JRKM3;11.06.2021;;
Третий уровень;27.04.2015;"ООО ""Диджитал Инвест""";7722613390;облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии 01;Облигация корпоративная;4-01-36467-R;17.03.2015;1000;5 000 000;RU000A0JVCL4;21.04.2020;28.04.2015;
Третий уровень;28.04.2015;МИБ;9909152110;облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 02;Облигации иностранного эмитента;;;1000;3 000 000;RU000A0JUG72;16.04.2025;05.05.2015;
Третий уровень;05.05.2015;"ПАО ""ФСК ЕЭС""";4716016979;неконвертируемые процентные документарные облигации на предъявителя серии 38 с обязательным централизованным хранением;Облигация корпоративная;4-38-65018-D;14.11.2013;1000;20 000 000;RU000A0JVDD9;23.03.2050;06.05.2015;
Третий уровень;18.05.2015;"ОАО ""РЖД""";7708503727;неконвертируемые процентные документарные облигации на предъявителя серии 33 с обязательным централизованным хранением;Облигация корпоративная;4-33-65045-D;20.03.2015;1000;15 000 000;RU000A0JVB19;28.02.2040;19.05.2015;
Третий уровень;18.05.2015;"ОАО ""РЖД""";7708503727;неконвертируемые процентные документарные облигации на предъявителя серии 34 с обязательным централизованным хранением;Облигация корпоративная;4-34-65045-D;20.03.2015;1000;15 000 000;RU000A0JVB27;28.02.2040;19.05.2015;
Третий уровень;02.06.2015;"ООО ""ИАВ 4""";7704879694;"неконвертируемые документарные процентные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""";Облигация корпоративная;4-02-36472-R;26.05.2015;1000;3 000 000;RU000A0JVFN3;27.01.2048;03.06.2015;
Третий уровень;08.06.2015;"ЗАО ""Ипотечный агент ДВИЦ-1""";7704847854;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""";Облигация корпоративная;4-02-81676-H;05.03.2015;1000;2 106 072;RU000A0JVAJ2;07.11.2047;09.06.2015;
Третий уровень;08.06.2015;"ЗАО ""Ипотечный агент ИНТЕХ""";7704856111;"документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""";Облигация корпоративная;4-01-82084-H;17.03.2015;1000;864 000;RU000A0JVAQ7;04.05.2045;09.06.2015;
Третий уровень;08.06.2015;"ЗАО ""Мультиоригинаторный ипотечный агент 1""";7704854668;"документарные процентные неконвертируемые жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением класса ""А""";Облигация корпоративная;4-04-82069-H;26.03.2015;1000;2 274 456;RU000A0JVB35;20.08.2047;09.06.2015;
Третий уровень;16.06.2015;"ЗАО ""ИА Пульсар-2""";7704862274;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя класса ""А"" с обязательным централизованным хранением";Облигация корпоративная;4-01-82451-H;04.06.2015;1000;1 345 408;RU000A0JVHJ7;03.01.2038;17.06.2015;
Третий уровень;17.06.2015;"ООО ""УК ""ДОХОДЪ""";7826685368;"Инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""ДОХОДЪ - Рентная недвижимость""";Пай закрытого ПИФа;2880;23.10.2014;;;RU000A0JUZ61;01.08.2029;23.06.2015;
Третий уровень;17.06.2015;"ООО ""УК ПРОМСВЯЗЬ""";7718218817;"инвестиционные паи Рентного закрытого паевого инвестиционного фонда ""Региональная недвижимость""";Пай закрытого ПИФа;2476;15.11.2012;;;RU000A0JVGM3;;22.06.2015;
Третий уровень;22.06.2015;"ЗАО ""ИА Пульсар-1""";7704862330;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя класса ""А"" с обязательным централизованным хранением";Облигация корпоративная;4-01-82450-H;04.06.2015;1000;1 759 974;RU000A0JVJY2;25.04.2045;24.06.2015;
Третий уровень;24.06.2015;"ООО ""ТЕТИС Кэпитал""";7709853192;"инвестиционные паи Закрытого паевого инвестиционного комбинированного фонда ""Прайм Недвижимость"" под управлением ООО ""ТЕТИС Кэпитал""";Пай закрытого ПИФа;2840;28.07.2014;;;RU000A0JVJA2;;30.06.2015;Бумага предназначена для квалифицированного инвестора
Третий уровень;01.07.2015;"ООО ""УК Портфельные инвестиции"" ( ст. наименование ООО ""РЕГИОН Портфельные инвестиции"")";7706111837;"инвестиционные паи Закрытого паевого инвестиционного комбинированного фонда ""Промышленные инвестиции""";Пай закрытого ПИФа;2968;02.04.2015;;;RU000A0JVGP6;30.01.2030;03.07.2015;Бумага предназначена для квалифицированного инвестора
Третий уровень;17.07.2015;"ПАО ""Мечел""";7703370008;неконвертируемые процентные документарные облигации на предъявителя серии 04 с обязательным централизованным хранением;Облигация корпоративная;4-04-55005-E;14.05.2009;1000;5 000 000;RU000A0JQ8V9;15.07.2021;;
Третий уровень;22.07.2015;"АО ""ВЭБ-лизинг""";7709413138;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-01;Облигация биржевая;4B02-01-43801-H-001P;22.07.2015;1000;200 000;RU000A0JVNL1;17.07.2025;30.07.2015;
Третий уровень;23.07.2015;"АО ""Россельхозбанк""";7725114488;документарные облигации на предъявителя с обязательным централизованным хранением процентные неконвертируемые серии 24;Облигация корпоративная;42403349B;15.07.2015;1000;10 000 000;RU000A0JVN56;11.07.2025;24.07.2015;
Третий уровень;23.07.2015;"АО ""Россельхозбанк""";7725114488;документарные облигации на предъявителя с обязательным централизованным хранением процентные неконвертируемые серии 26;Облигация корпоративная;42603349B;15.07.2015;1000;10 000 000;RU000A0JVN98;15.07.2025;28.07.2015;
Третий уровень;23.07.2015;"АО ""Россельхозбанк""";7725114488;документарные облигации на предъявителя с обязательным централизованным хранением процентные неконвертируемые серии 25;Облигация корпоративная;42503349B;15.07.2015;1000;10 000 000;RU000A0JVN64;14.07.2025;27.07.2015;
Третий уровень;23.07.2015;"ООО ""Ипотечный агент Эклипс-1""";7704304086;"неконвертируемые документарные процентные жилищные облигации с ипотечным покрытием на предъявителя с обязательным централизованным хранением  класса ""А""";Облигация корпоративная;4-02-36476-R;02.07.2015;1000;4 951 768;RU000A0JVNC0;09.12.2047;28.07.2015;
Третий уровень;24.07.2015;"АО ""Национальный капитал""";7708607451;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-08;Облигация биржевая;4B02-08-62012-H;24.07.2015;1000;1 000 000;RU000A0JVS93;15.09.2020;22.09.2015;
Третий уровень;30.07.2015;"ПАО ""Сибирский гостинец""";8602253571;акции обыкновенные;Акция обыкновенная;1-01-33722-D;13.03.2015;0.01;100 000 000;SIBG;;05.08.2015;
Третий уровень;05.08.2015;"ЗАО ""СТРОЙТЕМП""";7708599063;неконвертируемые процентные документарные облигации на предъявителя серии 01 с обязательным централизованным хранением;Облигация корпоративная;4-01-80031-N;09.10.2014;1000;5 000 000;RU000A0JUZU8;13.11.2019;;
Третий уровень;05.08.2015;"ООО ""Промнефтесервис""";7723721279;неконвертируемые процентные документарные Биржевые облигации на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B02-01-36376-R;18.11.2014;1000;5 000 000;RU000A0JV0G0;21.11.2019;;
Третий уровень;04.09.2015;"АО ""ВЭБ-лизинг""";7709413138;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 002P-01;Облигация биржевая;4B02-02-43801-H-001P;04.09.2015;1000;3 000 000;RU000A0JVRV1;01.09.2025;14.09.2015;
Третий уровень;18.09.2015;ПАО РОСБАНК;7730060164;процентные документарные неконвертируемые облигации серии А8 на предъявителя, с обязательным централизованным хранением;Облигация корпоративная;41302272B;06.05.2013;1000;10 000 000;RU000A0JVSG0;29.09.2025;22.09.2015;
Третий уровень;21.09.2015;ВЭБ Файнэнс пиэлси (VEB Finance plc);481529;Облигации участия в займе серии 3 со ставкой 6,8 % и сроком погашения в 2025 году;Облигации иностранного эмитента;;;1000;1 000 000;XS0559915961;22.11.2025;25.09.2015;
Третий уровень;21.09.2015;ВЭБ Файнэнс пиэлси (VEB Finance plc);481529;Облигации участия в займе серии 1 со ставкой 6,902 % и сроком погашения в 2020 году;Облигации иностранного эмитента;;;1000;1 600 000;XS0524610812;09.07.2020;25.09.2015;
Третий уровень;23.09.2015;"ОАО ""РЖД""";7708503727;неконвертируемые процентные документарные облигации на предъявителя серии 35 с обязательным централизованным хранением;Облигация корпоративная;4-35-65045-D;20.03.2015;1000;15 000 000;RU000A0JVKH5;30.05.2040;24.09.2015;
Третий уровень;25.09.2015;"ООО ""Концерн ""РОССИУМ""";5032152372;документарные процентные неконвертируемые облигации серии 01 на предъявителя с обязательным централизованным хранением;Облигация корпоративная;4-01-36479-R;22.09.2015;1000;10 000 000;RU000A0JVT43;15.09.2025;28.09.2015;
Третий уровень;29.09.2015;"ООО КСН ""Структурные инвестиции 1""";7743928024;Неконвертируемые процентные документарные облигации на предъявителя серии 01 с обязательным централизованным хранением;Облигация корпоративная;4-01-36451-R;06.10.2014;100000000;100;RU000A0JWJQ6;01.09.2023;03.06.2016;
Третий уровень;08.10.2015;"АО ""СМП Банк""";7750005482;документарные процентные неконвертируемые биржевые облигации на предъявителя серии БО-03 с обязательным централизованным хранением;Облигация биржевая;4B020303368B;08.10.2015;1000;10 000 000;RU000A0JVVT7;14.10.2025;27.10.2015;
Третий уровень;08.10.2015;"АО ""СМП Банк""";7750005482;документарные процентные неконвертируемые биржевые облигации на предъявителя серии БО-02 с обязательным централизованным хранением;Облигация биржевая;4B020203368B;08.10.2015;1000;10 000 000;RU000A0JVVP5;13.10.2025;26.10.2015;
Третий уровень;08.10.2015;"АО ""СМП Банк""";7750005482;документарные процентные неконвертируемые биржевые облигации на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B020103368B;08.10.2015;1000;10 000 000;RU000A0JVVK6;10.10.2025;23.10.2015;
Третий уровень;09.10.2015;"ООО ""АгроКомплекс""";7705800231;Облигации на предъявителя документарные неконвертируемые процентные с обязательным централизованным хранением, серии 01;Облигация корпоративная;4-01-00173-R;06.04.2012;1000;300 000;RU000A0JSL87;29.07.2019;;
Третий уровень;09.10.2015;"ПАО АФК ""Система""";7703104630;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-01;Облигация биржевая;4B02-01-01669-A-001P;09.10.2015;1000;5 000 000;RU000A0JVUK8;30.09.2025;13.10.2015;
Третий уровень;14.10.2015;"ООО ""Диджитал Инвест""";7722613390;биржевые облигации неконвертируемые процентные документарные на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B02-01-36467-R;14.10.2015;1000;5 000 000;RU000A0JVW55;22.10.2020;29.10.2015;
